id,title,genres,averageRating,numVotes,releaseYear
tt1620933,"Paan Singh Tomar","Action, Biography, Crime",8.2,38713,2012
tt5895028,13th,"Crime, Documentary, History",8.2,38359,2016
tt0071411,"Dersu Uzala","Adventure, Biography, Drama",8.2,34723,1975
tt0045274,"Umberto D.",Drama,8.2,29298,1952
tt5929776,"Before the Flood","Documentary, News",8.2,29232,2016
tt7392212,Rangasthalam,"Action, Drama",8.2,29058,2018
tt0049902,"A Man Escaped","Drama, Thriller, War",8.2,28123,1956
tt26458038,"Manjummel Boys","Adventure, Drama, Thriller",8.2,26284,2024
tt4983780,Maanaadu,"Action, Adventure, Sci-Fi",8.2,26165,2021
tt0466460,"Khosla Ka Ghosla!","Comedy, Crime, Drama",8.2,25658,2006
tt0100234,Close-Up,"Biography, Crime, Drama",8.2,24588,1990
tt0054248,"Rocco and His Brothers","Crime, Drama, Sport",8.2,23820,1960
tt0042804,"The Young and the Damned","Crime, Drama",8.2,22696,1950
tt0041154,"Late Spring","Comedy, Drama",8.2,20222,1949
tt25433734,"Hi Nanna","Drama, Family, Romance",8.2,19401,2023
tt0070233,"Ivan Vasilyevich Changes His Profession","Adventure, Comedy, Sci-Fi",8.2,19293,1973
tt0100332,"Paris Is Burning",Documentary,8.2,18963,1990
tt0117293,"Paradise Lost: The Child Murders at Robin Hood Hills","Crime, Documentary",8.2,18731,1996
tt7019942,"Super Deluxe","Comedy, Crime, Drama",8.2,18668,2019
tt5460658,"Life and a Day",Drama,8.2,18371,2016
tt0422320,Ghilli,"Action, Drama, Romance",8.2,18091,2004
tt2181831,Shahid,"Biography, Drama",8.2,18084,2012
tt0050371,"A Face in the Crowd","Drama, Music",8.2,18064,1957
tt0081059,"Lion of the Desert","Biography, Drama, History",8.2,18045,1980
tt0048452,Ordet,Drama,8.2,18040,1955
tt7060460,"Theeran Adhigaram Ondru","Action, Crime, Thriller",8.2,17832,2017
tt6380520,"Dhuruvangal Pathinaaru","Crime, Drama, Mystery",8.2,17506,2016
tt0195231,Satya,"Action, Crime, Drama",8.2,17483,1998
tt27118357,Amaran,"Action, Biography, Drama",8.2,17468,2024
tt2218988,"Ustad Hotel","Comedy, Drama",8.2,17456,2012
tt0048956,Aparajito,Drama,8.2,16681,1956
tt0471571,Athadu,"Action, Crime, Drama",8.2,15549,2005
tt0023042,"I Am a Fugitive from a Chain Gang","Crime, Drama, Film-Noir",8.2,14939,1932
tt1180583,"Vaaranam Aayiram","Action, Drama, Musical",8.2,14939,2008
tt9500372,"Pocket Hercules: Naim Süleymanoglu","Biography, Drama, History",8.2,14704,2019
tt3569782,Jigarthanda,"Comedy, Crime, Drama",8.2,14111,2014
tt0101985,"A Brighter Summer Day","Crime, Drama, Romance",8.2,13733,1991
tt9124428,Champion,"Biography, Drama, Romance",8.2,13613,2018
tt0056512,"The Easy Life","Comedy, Drama",8.2,13343,1962
tt0111341,Satantango,Drama,8.2,13156,1994
tt27922706,Chhaava,"Action, Drama, History",8.2,12876,2025
tt0052600,"Ballad of a Soldier","Drama, Romance, War",8.2,11712,1959
tt19811010,"The Remarkable Life of Ibelin","Animation, Biography, Documentary",8.2,11396,2024
tt0058604,"I Am Cuba",Drama,8.2,11319,1964
tt0076727,"Office Romance","Comedy, Drama, Romance",8.2,10923,1977
tt0075404,"The Ascent","Drama, War",8.2,10869,1977
tt3153634,Hope,Drama,8.2,10546,2013
tt0843326,Bommarillu,"Comedy, Drama, Romance",8.2,10412,2006
tt0059527,"The Shop on Main Street","Drama, War",8.2,10053,1965
tt0325980,"Pirates of the Caribbean: The Curse of the Black Pearl","Action, Adventure, Fantasy",8.1,1253155,2003
tt0434409,"V for Vendetta","Action, Drama, Sci-Fi",8.1,1207769,2005
tt1392190,"Mad Max: Fury Road","Action, Adventure, Sci-Fi",8.1,1154245,2015
tt0264464,"Catch Me If You Can","Biography, Crime, Drama",8.1,1149660,2002
tt2267998,"Gone Girl","Drama, Mystery, Thriller",8.1,1109782,2014
tt0198781,"Monsters, Inc.","Adventure, Animation, Comedy",8.1,1017307,2001
tt1201607,"Harry Potter and the Deathly Hallows: Part 2","Adventure, Family, Fantasy",8.1,986767,2011
tt0088247,"The Terminator","Action, Adventure, Sci-Fi",8.1,956114,1984
tt2278388,"The Grand Budapest Hotel","Adventure, Comedy, Crime",8.1,917730,2014
tt0118715,"The Big Lebowski","Comedy, Crime",8.1,883734,1998
tt3315342,Logan,"Action, Drama, Sci-Fi",8.1,879785,2017
tt0382932,Ratatouille,"Adventure, Animation, Comedy",8.1,872446,2007
tt2096673,"Inside Out","Adventure, Animation, Comedy",8.1,855588,2015
tt0083658,"Blade Runner","Action, Drama, Sci-Fi",8.1,847543,1982
tt1205489,"Gran Torino",Drama,8.1,833638,2008
tt0892769,"How to Train Your Dragon","Action, Adventure, Animation",8.1,833502,2010
tt2024544,"12 Years a Slave","Biography, Drama, History",8.1,759448,2013
tt0116282,Fargo,"Crime, Drama, Thriller",8.1,748754,1996
tt0117951,Trainspotting,Drama,8.1,744578,1996
tt0405159,"Million Dollar Baby","Drama, Sport",8.1,741068,2004
tt0073195,Jaws,"Adventure, Drama, Horror",8.1,687536,1975
tt0758758,"Into the Wild","Adventure, Biography, Drama",8.1,674713,2007
tt0075148,Rocky,"Drama, Sport",8.1,653380,1976
tt0120735,"Lock, Stock and Two Smoking Barrels","Comedy, Crime",8.1,631234,1998
tt2119532,"Hacksaw Ridge","Biography, Drama, History",8.1,627824,2016
tt0097165,"Dead Poets Society","Comedy, Drama",8.1,582201,1989
tt5027774,"Three Billboards Outside Ebbing, Missouri","Comedy, Crime, Drama",8.1,575923,2017
tt1979320,Rush,"Biography, Drama, Sport",8.1,529619,2013
tt1895587,Spotlight,"Biography, Crime, Drama",8.1,515010,2015
tt1950186,"Ford v Ferrari","Action, Biography, Drama",8.1,512716,2019
tt1291584,Warrior,"Action, Drama, Sport",8.1,510823,2011
tt1454029,"The Help",Drama,8.1,508440,2011
tt0070047,"The Exorcist",Horror,8.1,473176,1973
tt3170832,Room,"Drama, Thriller",8.1,464410,2015
tt0092005,"Stand by Me","Adventure, Comedy, Drama",8.1,459279,1986
tt0091763,Platoon,"Drama, War",8.1,451762,1986
tt0032138,"The Wizard of Oz","Adventure, Family, Fantasy",8.1,446521,1939
tt0096283,"My Neighbor Totoro","Animation, Comedy, Family",8.1,401319,1988
tt0081398,"Raging Bull","Biography, Drama, Sport",8.1,392218,1980
tt0395169,"Hotel Rwanda","Biography, Drama, History",8.1,381559,2004
tt0077416,"The Deer Hunter","Drama, War",8.1,372691,1978
tt0071315,Chinatown,"Drama, Mystery, Thriller",8.1,361877,1974
tt0112471,"Before Sunrise","Drama, Romance",8.1,354938,1995
tt1028532,"Hachi: A Dog's Tale","Biography, Drama, Family",8.1,324422,2009
tt0381681,"Before Sunset","Drama, Romance",8.1,299178,2004
tt0059742,"The Sound of Music","Biography, Drama, Family",8.1,272888,1965
tt0052618,Ben-Hur,"Adventure, Drama",8.1,260787,1959
tt0129167,"The Iron Giant","Action, Adventure, Animation",8.1,240992,1999
tt0050212,"The Bridge on the River Kwai","Adventure, Drama, War",8.1,239909,1957
tt0353969,"Memories of Murder","Crime, Drama, Mystery",8.1,234839,2003
tt3011894,"Wild Tales","Comedy, Drama, Thriller",8.1,225736,2014
tt2338151,PK,"Comedy, Drama, Sci-Fi",8.1,208903,2014
tt0113247,"La haine","Crime, Drama",8.1,208390,1995
tt0050976,"The Seventh Seal","Drama, Fantasy",8.1,206099,1957
tt0978762,"Mary and Max","Animation, Comedy, Drama",8.1,194354,2009
tt0107207,"In the Name of the Father","Biography, Crime, Drama",8.1,194046,1993
tt0072684,"Barry Lyndon","Adventure, Drama, War",8.1,190990,1975
tt0041959,"The Third Man","Drama, Film-Noir, Mystery",8.1,188178,1949
tt4016934,"The Handmaiden","Drama, Romance, Thriller",8.1,184806,2016
tt0074958,Network,Drama,8.1,176975,1976
tt0118694,"In the Mood for Love","Drama, Romance",8.1,174816,2000
tt0047296,"On the Waterfront","Crime, Drama, Thriller",8.1,170556,1954
tt0032976,Rebecca,"Drama, Mystery, Romance",8.1,151671,1940
tt0087884,"Paris, Texas",Drama,8.1,129418,1984
tt0031679,"Mr. Smith Goes to Washington","Comedy, Drama",8.1,124940,1939
tt0405508,"Rang De Basanti","Comedy, Crime, Drama",8.1,123914,2006
tt0169102,"Lagaan: Once Upon a Time in India","Drama, Musical, Sport",8.1,123228,2001
tt0015864,"The Gold Rush","Adventure, Comedy, Drama",8.1,122529,1925
tt0050986,"Wild Strawberries","Drama, Romance",8.1,119187,1957
tt8613070,"Portrait of a Lady on Fire","Drama, Romance",8.1,116909,2019
tt0025316,"It Happened One Night","Comedy, Romance",8.1,115894,1934
tt5323662,"A Silent Voice: The Movie","Animation, Drama",8.1,115482,2016
tt0111495,"Three Colors: Red","Drama, Mystery, Romance",8.1,113074,1994
tt0032551,"The Grapes of Wrath",Drama,8.1,103197,1940
tt3863552,"Bajrangi Bhaijaan","Action, Adventure, Comedy",8.1,103099,2015
tt0017925,"The General","Action, Adventure, Comedy",8.1,101625,1926
tt0374887,"Munna Bhai M.B.B.S.","Comedy, Drama",8.1,91260,2003
tt2082197,Barfi!,"Comedy, Drama, Romance",8.1,89295,2012
tt0871510,"Chak De! India","Drama, Family, Sport",8.1,86689,2007
tt0056217,"The Man Who Shot Liberty Valance","Drama, Western",8.1,85032,1962
tt1280558,"A Wednesday","Action, Crime, Drama",8.1,83749,2008
tt10554232,"Dara of Jasenovac","Drama, War",8.1,82082,2020
tt7775622,"Free Solo","Adventure, Documentary, Sport",8.1,80913,2018
tt2545118,Blackfish,"Documentary, Drama, Horror",8.1,74381,2013
tt0116231,"The Bandit","Crime, Drama",8.1,73640,1996
tt0036868,"The Best Years of Our Lives","Drama, Romance, War",8.1,73479,1946
tt0046438,"Tokyo Story",Drama,8.1,72774,1953
tt0046911,Diabolique,"Crime, Drama, Horror",8.1,71140,1955
tt0058946,"The Battle of Algiers","Drama, War",8.1,69957,1966
tt0020629,"All Quiet on the Western Front","Drama, War",8.1,69485,1930
tt3322420,Queen,"Adventure, Comedy, Drama",8.1,69473,2013
tt0046268,"The Wages of Fear","Adventure, Drama, Thriller",8.1,69444,1953
tt0083922,"Fanny and Alexander",Drama,8.1,69149,1982
tt0169858,"Neon Genesis Evangelion: The End of Evangelion","Action, Animation, Drama",8.1,69085,1997
tt2283748,"OMG: Oh My God!","Comedy, Drama, Fantasy",8.1,67625,2012
tt1821480,Kahaani,"Mystery, Thriller",8.1,67352,2012
tt12888462,"My Octopus Teacher","Documentary, Drama",8.1,66942,2020
tt0019254,"The Passion of Joan of Arc","Biography, Drama, History",8.1,63778,1928
tt0073707,Sholay,"Action, Adventure, Comedy",8.1,60276,1975
tt0018455,Sunrise,"Drama, Romance",8.1,55072,1927
tt0070510,"Paper Moon","Comedy, Crime, Drama",8.1,54460,1973
tt0050783,"Nights of Cabiria",Drama,8.1,54392,1957
tt0074896,"The Message","Biography, Drama, History",8.1,52007,1976
tt2140203,"Wolf Children","Animation, Drama, Family",8.1,51558,2012
tt2991224,Tangerines,"Drama, War",8.1,50231,2013
tt1639426,Udaan,Drama,8.1,48260,2010
tt20256528,"What Is a Woman?",Documentary,8.1,46194,2022
tt0035446,"To Be or Not to Be","Comedy, Romance, War",8.1,46055,1942
tt0040725,"The Red Shoes","Drama, Music, Romance",8.1,41094,1948
tt0043338,"Ace in the Hole","Drama, Film-Noir",8.1,40498,1951
tt0028950,"The Grand Illusion","Drama, War",8.1,39935,1937
tt2187153,Thuppakki,"Action, Crime, Thriller",8.1,39562,2012
tt0077711,"Autumn Sonata","Drama, Music",8.1,39527,1978
tt4934950,Guilty,"Crime, Drama, Mystery",8.1,39406,2015
tt4573394,"Endless Corridor","Documentary, History",8.1,38309,2014
tt10324144,"Article 15","Crime, Drama, Mystery",8.1,38082,2019
tt0048021,Rififi,"Crime, Drama, Thriller",8.1,37773,1955
tt0018773,"The Circus","Comedy, Family, Romance",8.1,37063,1928
tt0042041,"White Heat","Action, Crime, Drama",8.1,36932,1949
tt0375611,Black,Drama,8.1,36799,2005
tt0101640,"Raise the Red Lantern","Drama, Romance",8.1,36357,1991
tt8108268,"The Tashkent Files","Drama, Mystery, Thriller",8.1,36357,2019
tt0066763,Anand,"Drama, Musical",8.1,36212,1971
tt14152756,Seaspiracy,"Adventure, Documentary",8.1,34868,2021
tt0106332,"Farewell My Concubine","Drama, Music, Romance",8.1,34716,1993
tt0053946,"Inherit the Wind","Biography, Drama, History",8.1,33878,1960
tt0097223,"Time of the Gypsies","Comedy, Crime, Drama",8.1,33443,1988
tt9851854,Major,"Action, Biography, Drama",8.1,33273,2022
tt4635372,Masaan,Drama,8.1,32711,2015
tt0065234,Z,"Crime, Drama, Thriller",8.1,32390,1969
tt3801314,Kaththi,"Action, Drama",8.1,31588,2014
tt0244316,"Yi Yi","Drama, Romance",8.1,30055,2000
tt0263438,"Everything's Gonna Be Great","Comedy, Drama",8.1,28710,1998
tt7236034,"I Want to Eat Your Pancreas","Animation, Drama, Family",8.1,28561,2018
tt0091288,"Jean de Florette","Comedy, Drama",8.1,28242,1986
tt8760684,"Apollo 11","Documentary, History",8.1,27817,2019
tt0200087,Sarfarosh,"Action, Crime, Drama",8.1,27764,1999
tt0044008,"A Christmas Carol","Drama, Family, Fantasy",8.1,27394,1951
tt0064040,"Army of Shadows","Drama, War",8.1,27360,1969
tt0095467,"A Short Film About Love","Drama, Romance",8.1,27047,1988
tt3302820,"Cowspiracy: The Sustainability Secret",Documentary,8.1,26995,2014
tt0046478,Ugetsu,"Drama, Fantasy, War",8.1,26840,1953
tt0428870,"A Moment to Remember","Drama, Romance",8.1,26282,2004
tt0351817,"The Twilight Samurai","Drama, Romance",8.1,26203,2002
tt0317910,"The Fog of War","Biography, Documentary, History",8.1,25491,2003
tt2659414,"Miracle in Cell No. 7","Comedy, Drama",8.1,24929,2013
tt0104561,"Jo Jeeta Wohi Sikandar","Comedy, Drama, Romance",8.1,24784,1992
tt0102015,"Hearts of Darkness: A Filmmaker's Apocalypse",Documentary,8.1,24260,1991
tt0014429,"Safety Last!","Action, Comedy, Thriller",8.1,23736,1923
tt0425333,Pardon,"Comedy, Drama",8.1,23647,2005
tt7286916,"The Dawn Wall","Biography, Documentary, Sport",8.1,21677,2017
tt0056241,"The Miracle Worker","Biography, Drama",8.1,21210,1962
tt0128332,Innocence,Drama,8.1,21035,1997
tt0077838,"The Last Waltz","Biography, Documentary, Music",8.1,21019,1978
tt0093342,"Where Is the Friend's House?","Drama, Family",8.1,20408,1987
tt8144834,"Section 375","Crime, Drama, Mystery",8.1,19002,2019
tt0066580,Woodstock,"Documentary, History, Music",8.1,18879,1970
tt1781069,"Zeitgeist: Moving Forward",Documentary,8.1,18843,2011
tt0191043,"The Color of Paradise","Drama, Family",8.1,18671,1999
tt0453729,Iqbal,"Drama, Sport",8.1,18006,2005
tt0041452,"The Heiress","Drama, Romance",8.1,17980,1949
tt0319736,"The Legend of Bhagat Singh","Biography, Drama, History",8.1,17678,2002
tt11375428,Hridayam,"Drama, Musical, Romance",8.1,17389,2022
tt0016847,Faust,"Drama, Fantasy, Horror",8.1,17317,1926
tt0076085,"A Special Day",Drama,8.1,16902,1977
tt19853258,"Still: A Michael J. Fox Movie","Biography, Documentary",8.1,16662,2023
tt4432480,RangiTaranga,"Mystery, Thriller",8.1,15547,2015
tt0116630,Indian,"Action, Drama, Thriller",8.1,15378,1996
tt25434834,"Viduthalai Part 2","Action, Crime, Drama",8.1,15269,2024
tt0105271,Roja,"Drama, Romance, Thriller",8.1,14155,1992
tt0112553,Bombay,"Drama, Romance",8.1,14039,1995
tt5082014,Charlie,"Adventure, Drama, Romance",8.1,13836,2015
tt10706602,Collective,"Crime, Documentary",8.1,13822,2019
tt1634013,"Montevideo: Taste of a Dream","Adventure, Comedy, Drama",8.1,13329,2010
tt1113829,"George Harrison: Living in the Material World","Biography, Documentary, Music",8.1,12916,2011
tt3455224,Virunga,"Documentary, War",8.1,12465,2014
tt0330243,"Day of the Wacko","Comedy, Drama, Romance",8.1,12430,2002
tt0036506,"Day of Wrath","Drama, History",8.1,11474,1943
tt15242330,"The First Slam Dunk","Animation, Comedy, Drama",8.1,10762,2022
tt13299890,"The Great Indian Kitchen","Comedy, Drama, Family",8.1,10467,2021
tt0043313,"Early Summer","Comedy, Drama, Romance",8.1,10051,1951
tt0029192,"Make Way for Tomorrow","Drama, Romance",8.1,10025,1937
tt0848228,"The Avengers","Action, Sci-Fi",8,1496484,2012
tt2015381,"Guardians of the Galaxy","Action, Adventure, Comedy",8,1307014,2014
tt1431045,Deadpool,"Action, Comedy",8,1192353,2016
tt3659388,"The Martian","Adventure, Drama, Sci-Fi",8,959358,2015
tt1160419,"Dune: Part One","Action, Adventure, Drama",8,941671,2021
tt1663202,"The Revenant","Action, Adventure, Drama",8,903605,2015
tt1010048,"Slumdog Millionaire","Crime, Drama, Romance",8,891737,2008
tt0246578,"Donnie Darko","Drama, Mystery, Sci-Fi",8,875498,2001
tt0947798,"Black Swan","Drama, Thriller",8,851841,2010
tt2084970,"The Imitation Game","Biography, Drama, Thriller",8,847359,2014
tt0317705,"The Incredibles","Action, Adventure, Animation",8,845092,2004
tt0378194,"Kill Bill: Vol. 2","Action, Crime, Thriller",8,831113,2004
tt0401792,"Sin City","Crime, Thriller",8,804451,2005
tt1504320,"The King's Speech","Biography, Drama, History",8,718740,2010
tt0381061,"Casino Royale","Action, Adventure, Thriller",8,712920,2006
tt0107048,"Groundhog Day","Comedy, Drama, Fantasy",8,710434,1993
tt3783958,"La La Land","Comedy, Drama, Music",8,709731,2016
tt1856101,"Blade Runner 2049","Action, Drama, Mystery",8,704344,2017
tt1798709,Her,"Drama, Romance, Sci-Fi",8,695648,2013
tt0440963,"The Bourne Ultimatum","Action, Mystery, Thriller",8,668742,2007
tt0114746,"12 Monkeys","Mystery, Sci-Fi, Thriller",8,660765,1995
tt0450259,"Blood Diamond","Adventure, Drama, Thriller",8,602885,2006
tt0454921,"The Pursuit of Happyness","Biography, Drama",8,585045,2006
tt2948356,Zootopia,"Action, Adventure, Animation",8,572848,2016
tt0095953,"Rain Man",Drama,8,560221,1988
tt0101414,"Beauty and the Beast","Animation, Family, Fantasy",8,490169,1991
tt0103639,Aladdin,"Adventure, Animation, Comedy",8,483154,1992
tt0319061,"Big Fish","Adventure, Drama, Fantasy",8,467301,2003
tt0093779,"The Princess Bride","Adventure, Comedy, Family",8,462705,1987
tt0079470,"Monty Python's Life of Brian",Comedy,8,427415,1979
tt2948372,Soul,"Adventure, Animation, Comedy",8,402164,2020
tt0105323,"Scent of a Woman",Drama,8,345624,1992
tt0175880,Magnolia,Drama,8,336112,1999
tt0099348,"Dances with Wolves","Adventure, Drama, Western",8,299062,1990
tt0061722,"The Graduate","Comedy, Drama, Romance",8,295041,1967
tt0072890,"Dog Day Afternoon","Biography, Crime, Drama",8,280109,1975
tt0245712,"Amores Perros","Drama, Thriller",8,259036,2000
tt3741834,Lion,"Biography, Drama",8,257821,2016
tt0063522,"Rosemary's Baby","Drama, Horror",8,246372,1968
tt0083987,Gandhi,"Biography, Drama, History",8,242970,1982
tt1220719,"Ip Man","Action, Biography, Drama",8,237410,2008
tt0064115,"Butch Cassidy and the Sundance Kid","Biography, Crime, Drama",8,230903,1969
tt0094625,Akira,"Animation, Drama, Fantasy",8,213585,1988
tt0063442,"Planet of the Apes","Adventure, Sci-Fi",8,203465,1968
tt0352248,"Cinderella Man","Biography, Drama, Romance",8,203163,2005
tt4857264,"The Invisible Guest","Crime, Drama, Mystery",8,200465,2016
tt0061512,"Cool Hand Luke","Crime, Drama",8,193574,1967
tt0092067,"Castle in the Sky","Adventure, Animation, Family",8,189139,1986
tt0087544,"Nausicaä of the Valley of the Wind","Adventure, Animation, Sci-Fi",8,188967,1984
tt10366460,CODA,"Comedy, Drama, Music",8,175436,2021
tt0102138,JFK,"Drama, History, Thriller",8,175104,1991
tt0072431,"Young Frankenstein",Comedy,8,174202,1974
tt0276919,Dogville,"Crime, Drama",8,162877,2003
tt0046250,"Roman Holiday","Comedy, Drama, Romance",8,151491,1953
tt0310793,"Bowling for Columbine","Crime, Documentary, Drama",8,150358,2002
tt0079944,Stalker,"Drama, Sci-Fi",8,150003,1979
tt2631186,"Baahubali: The Beginning","Action, Drama",8,143507,2015
tt0070511,Papillon,"Biography, Crime, Drama",8,141485,1973
tt0060827,Persona,"Drama, Thriller",8,135074,1966
tt0338564,"Infernal Affairs","Crime, Drama, Mystery",8,134158,2002
tt0053198,"The 400 Blows","Crime, Drama",8,130795,1959
tt0056801,8½,Drama,8,128435,1963
tt0097216,"Do the Right Thing","Comedy, Drama",8,116913,1989
tt0861739,"Elite Squad","Action, Crime, Drama",8,114000,2007
tt0401383,"The Diving Bell and the Butterfly","Biography, Drama",8,111453,2007
tt0156887,"Perfect Blue","Animation, Crime, Drama",8,105188,1997
tt0166896,"The Straight Story","Biography, Drama",8,102686,1999
tt0808417,Persepolis,"Animation, Biography, Drama",8,102283,2007
tt0109424,"Chungking Express","Comedy, Crime, Drama",8,102020,1994
tt0048424,"The Night of the Hunter","Crime, Drama, Film-Noir",8,101772,1955
tt0117666,"Sling Blade",Drama,8,101277,1996
tt0154420,"The Celebration",Drama,8,96808,1998
tt11555492,Farha,Drama,8,90073,2021
tt1555149,"Elite Squad 2: The Enemy Within","Crime, Drama, Thriller",8,88945,2010
tt0374546,"Spring, Summer, Fall, Winter... and Spring","Drama, Romance",8,88473,2003
tt0084503,"Pink Floyd: The Wall","Drama, Fantasy, Music",8,87285,1982
tt0369702,"The Sea Inside","Biography, Drama",8,86633,2004
tt0061184,"Who's Afraid of Virginia Woolf?",Drama,8,81978,1966
tt0053779,"La Dolce Vita","Comedy, Drama",8,81872,1960
tt0112870,"Dilwale Dulhania Le Jayenge","Drama, Romance",8,79509,1995
tt0386032,Sicko,"Documentary, Drama",8,77550,2007
tt0292490,"Dil Chahta Hai","Comedy, Drama, Romance",8,77429,2001
tt0052561,"Anatomy of a Murder","Drama, Mystery",8,74426,1959
tt0010323,"The Cabinet of Dr. Caligari","Horror, Mystery, Thriller",8,72914,1920
tt4169250,"M.S. Dhoni: The Untold Story","Biography, Drama, Sport",8,71101,2016
tt0120731,"The Legend of 1900","Drama, Music, Romance",8,70978,1998
tt0053221,"Rio Bravo",Western,8,70380,1959
tt0384116,G.O.R.A.,"Adventure, Comedy, Sci-Fi",8,68862,2004
tt0047528,"La Strada",Drama,8,67967,1954
tt1865505,"Song of the Sea","Adventure, Animation, Drama",8,65164,2014
tt0056687,"What Ever Happened to Baby Jane?","Drama, Horror, Thriller",8,64311,1962
tt3612616,Mommy,Drama,8,63594,2014
tt0114787,Underground,"Comedy, Drama, Fantasy",8,62471,1995
tt0062229,"Le Samouraï","Crime, Drama, Thriller",8,61710,1967
tt1185616,"Waltz with Bashir","Animation, Biography, Documentary",8,61498,2008
tt2377938,"Special 26","Crime, Drama, History",8,60458,2013
tt3390572,Haider,"Crime, Drama, Thriller",8,59074,2014
tt4044364,Citizenfour,"Biography, Documentary",8,58856,2014
tt0060107,"Andrei Rublev","Biography, Drama, History",8,58547,1966
tt0050613,"Throne of Blood",Drama,8,57662,1957
tt0118843,"Black Cat, White Cat","Comedy, Crime, Romance",8,57411,1998
tt2576852,"The Tale of The Princess Kaguya","Animation, Drama, Family",8,57367,2013
tt2758880,"Winter Sleep",Drama,8,57173,2014
tt0109117,"Andaz Apna Apna","Action, Comedy, Romance",8,56325,1994
tt1069238,Departures,Drama,8,56063,2008
tt0067328,"The Last Picture Show","Drama, Romance",8,54450,1971
tt0456144,"Lage Raho Munna Bhai","Comedy, Drama, Romance",8,51612,2006
tt5571734,Pink,"Crime, Drama, Thriller",8,49611,2016
