id,title,genres,averageRating,numVotes,releaseYear
tt0067093,"Fiddler on the Roof","Drama, Family, Musical",8,49366,1971
tt0117589,"Secrets & Lies","Comedy, Drama",8,49061,1996
tt0140888,"Central Station",Drama,8,46784,1998
tt0037558,"Brief Encounter","Drama, Romance",8,46091,1945
tt0051808,"The Hidden Fortress","Adventure, Drama",8,43669,1958
tt0056443,Sanjuro,"Action, Drama, Thriller",8,42389,1962
tt0039689,"Out of the Past","Crime, Drama, Film-Noir",8,42273,1947
tt0386064,"Tae Guk Gi: The Brotherhood of War","Action, Drama, War",8,41651,2004
tt4257858,"Going Clear: Scientology & the Prison of Belief",Documentary,8,41649,2015
tt0056111,"Ivan's Childhood","Drama, War",8,41346,1962
tt0033045,"The Shop Around the Corner","Comedy, Drama, Romance",8,41200,1940
tt5198068,Wolfwalkers,"Action, Adventure, Animation",8,41187,2020
tt0041546,"Kind Hearts and Coronets","Comedy, Crime",8,40575,1949
tt0083946,Fitzcarraldo,"Adventure, Drama, Music",8,40320,1982
tt8633462,"Quo Vadis, Aida?","Drama, History, War",8,40131,2020
tt0270053,Vizontele,"Comedy, Drama, History",8,39923,2001
tt0923752,"The King of Kong: A Fistful of Quarters","Biography, Documentary, Sport",8,38050,2007
tt0051036,"Sweet Smell of Success","Drama, Film-Noir",8,37421,1957
tt0092593,"Au Revoir les Enfants","Drama, War",8,37194,1987
tt0056732,"The Exterminating Angel","Drama, Fantasy",8,36657,1962
tt1171701,"The Breath","Action, Drama, Thriller",8,36048,2009
tt0408664,"Nobody Knows",Drama,8,33092,2004
tt0053976,"The Virgin Spring",Drama,8,32538,1960
tt0038890,"Rome, Open City","Drama, Thriller, War",8,31567,1945
tt0072417,"A Woman Under the Influence","Drama, Romance",8,30855,1974
tt3461252,"The Blue Elephant","Crime, Drama, Horror",8,30409,2014
tt24485052,"Sirf Ek Bandaa Kaafi Hai","Crime, Drama, Thriller",8,30180,2023
tt6628102,"The Wild Pear Tree",Drama,8,29227,2018
tt1935156,"Jodorowsky's Dune",Documentary,8,28573,2013
tt27540542,"Lucky Baskhar","Crime, Drama, Thriller",8,28275,2024
tt0057358,"Winter Light",Drama,8,28024,1963
tt0055601,Viridiana,Drama,8,26930,1961
tt0038733,"A Matter of Life and Death","Drama, Fantasy, Romance",8,26387,1946
tt0036244,"The Ox-Bow Incident","Drama, Western",8,25712,1942
tt0058083,"Fail Safe","Drama, Thriller",8,25682,1964
tt0070460,"Day for Night","Comedy, Drama, Romance",8,25425,1973
tt0071141,"Ali: Fear Eats the Soul","Drama, Romance",8,24805,1974
tt0091480,"Manon of the Spring",Drama,8,24642,1986
tt11581174,Karnan,"Action, Drama",8,24301,2021
tt2070649,Silenced,"Crime, Drama, Thriller",8,24127,2011
tt28814949,"Taylor Swift: The Eras Tour","Documentary, Music, Musical",8,23859,2023
tt0095468,"A Short Film About Killing","Crime, Drama",8,23269,1988
tt0044837,Limelight,"Drama, Music, Romance",8,22908,1952
tt0488414,Omkara,"Action, Crime, Drama",8,22839,2006
tt0109508,Crumb,"Biography, Comedy, Documentary",8,22166,1994
tt0379225,"The Corporation","Documentary, History",8,22005,2003
tt0424227,"Turtles Can Fly","Drama, War",8,21424,2004
tt3449292,"Manjhi: The Mountain Man","Biography, Drama",8,20452,2015
tt1499666,"Castaway on the Moon","Comedy, Drama, Romance",8,20232,2009
tt8991268,Honeyland,"Documentary, Drama",8,19863,2019
tt3268458,"The Internet's Own Boy: The Story of Aaron Swartz","Biography, Crime, Documentary",8,18269,2014
tt0036112,"The Life and Death of Colonel Blimp","Drama, Romance, War",8,17270,1943
tt3560686,"The Fool","Crime, Drama, Thriller",8,17267,2014
tt0249241,"Werckmeister Harmonies","Drama, Mystery",8,16770,2000
tt1128075,"Love Exposure","Action, Comedy, Drama",8,16686,2008
tt0296574,Company,"Action, Crime, Drama",8,16619,2002
tt1261047,Gulaal,"Crime, Drama, Thriller",8,16348,2009
tt22488728,"Love Today","Comedy, Drama, Romance",8,16277,2022
tt0816258,Pokiri,"Action, Crime, Thriller",8,16194,2006
tt0015064,"The Last Laugh",Drama,8,15777,1924
tt2458948,"Evangelion: 3.0+1.01 Thrice Upon a Time","Action, Animation, Drama",8,15683,2021
tt0063611,Shame,Drama,8,15536,1968
tt0220832,"Vaastav: The Reality","Crime, Drama, Thriller",8,15277,1999
tt0079579,"Moscow Does Not Believe in Tears","Comedy, Drama, Romance",8,14886,1980
tt0012364,"The Phantom Carriage","Drama, Fantasy, Horror",8,14826,1921
tt0054460,"The Bad Sleep Well","Crime, Drama, Thriller",8,14652,1960
tt10919240,Malik,"Action, Biography, Crime",8,14494,2021
tt11422728,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Documentary, History, Music",8,14474,2021
tt0222012,"Hey Ram","Crime, Drama, History",8,14460,2000
tt0065889,"Investigation of a Citizen Above Suspicion","Crime, Drama",8,14104,1970
tt0018742,"The Cameraman","Comedy, Drama, Family",8,13687,1928
tt0043686,"Forbidden Games","Drama, War",8,13614,1952
tt0478209,"Metal: A Headbanger's Journey","Documentary, Music",8,12659,2005
tt0379370,Maqbool,"Crime, Drama, Thriller",8,12592,2003
tt0278736,"Stanley Kubrick: A Life in Pictures","Biography, Documentary",8,12336,2001
tt3686998,"The Red Pill",Documentary,8,12269,2016
tt0072860,Deewaar,"Action, Crime, Drama",8,12249,1975
tt0165546,"The Wounds","Comedy, Crime, Drama",8,12083,1998
tt31392609,"How to Make Millions Before Grandma Dies","Comedy, Drama, Family",8,12045,2024
tt0063633,"The Cremator","Comedy, Crime, Drama",8,11670,1969
tt2150209,"My Grandfather's People","Comedy, Drama, Family",8,11589,2011
tt0263208,"Abbas in Flower","Comedy, Drama, Romance",8,11490,1982
tt10515086,"The Blue Elephant 2","Crime, Drama, Horror",8,11468,2019
tt11322920,"Ayyappanum Koshiyum","Action, Drama, Thriller",8,11422,2020
tt27542289,"Por Thozhil","Action, Crime, Thriller",8,11307,2023
tt0056444,"An Autumn Afternoon",Drama,8,11257,1962
tt2028530,"Paradise Lost 3: Purgatory","Crime, Documentary",8,11178,2011
tt0015881,Greed,"Drama, Thriller, Western",8,11157,1924
tt0366840,Okkadu,"Action, Drama, Romance",8,11136,2003
tt24226474,"Jigarthanda Double X","Action, Comedy, Drama",8,10878,2023
tt7476236,"Minding the Gap","Documentary, Sport",8,10755,2018
tt15980138,"Kishkindha Kaandam","Drama, Mystery, Thriller",8,10462,2024
tt0436971,"Why We Fight","Documentary, History, War",8,10341,2005
tt0055353,"A Raisin in the Sun",Drama,8,10059,1961
tt3270538,"Requiem for the American Dream","Biography, Documentary, News",8,10056,2015
tt0499549,Avatar,"Action, Adventure, Fantasy",7.9,1421103,2009
tt0120338,Titanic,"Drama, Romance",7.9,1327671,1997
tt0371746,"Iron Man","Action, Adventure, Sci-Fi",7.9,1161646,2008
tt3501632,"Thor: Ragnarok","Action, Adventure, Comedy",7.9,846000,2017
tt8946378,"Knives Out","Comedy, Crime, Drama",7.9,808618,2019
tt2543164,Arrival,"Drama, Mystery, Sci-Fi",7.9,807225,2016
tt1877832,"X-Men: Days of Future Past","Action, Adventure, Sci-Fi",7.9,765516,2014
tt1631867,"Edge of Tomorrow","Action, Adventure, Sci-Fi",7.9,765465,2014
tt0126029,Shrek,"Adventure, Animation, Comedy",7.9,764127,2001
tt1136608,"District 9","Action, Sci-Fi, Thriller",7.9,731896,2009
tt0304141,"Harry Potter and the Prisoner of Azkaban","Adventure, Family, Fantasy",7.9,721973,2004
tt0454876,"Life of Pi","Adventure, Drama, Fantasy",7.9,681437,2012
tt0120363,"Toy Story 2","Adventure, Animation, Comedy",7.9,639696,1999
tt0796366,"Star Trek","Action, Adventure, Sci-Fi",7.9,627650,2009
tt1727824,"Bohemian Rhapsody","Biography, Drama, Music",7.9,617355,2018
tt0365748,"Shaun of the Dead","Comedy, Horror",7.9,614937,2004
tt1659337,"The Perks of Being a Wallflower",Drama,7.9,566129,2012
tt0206634,"Children of Men","Drama, Sci-Fi, Thriller",7.9,544157,2006
tt0099487,"Edward Scissorhands","Drama, Fantasy, Romance",7.9,542729,1990
tt0790636,"Dallas Buyers Club","Biography, Drama",7.9,531764,2013
tt0327056,"Mystic River","Crime, Drama, Mystery",7.9,500160,2003
tt0780536,"In Bruges","Comedy, Crime, Drama",7.9,475545,2008
tt2584384,"Jojo Rabbit","Comedy, Drama, War",7.9,461120,2019
tt12361974,"Zack Snyder's Justice League","Action, Adventure, Fantasy",7.9,452369,2021
tt0083866,"E.T. the Extra-Terrestrial","Adventure, Family, Sci-Fi",7.9,450775,1982
tt6791350,"Guardians of the Galaxy Vol. 3","Action, Adventure, Comedy",7.9,417819,2023
tt0166924,"Mulholland Drive","Drama, Mystery, Thriller",7.9,402062,2001
tt0107688,"The Nightmare Before Christmas","Animation, Family, Fantasy",7.9,392905,1993
tt1065073,Boyhood,Drama,7.9,374024,2014
tt7653254,"Marriage Story","Drama, Romance",7.9,358123,2019
tt1125849,"The Wrestler","Drama, Sport",7.9,324364,2008
tt0181875,"Almost Famous","Adventure, Comedy, Drama",7.9,301689,2000
tt0118749,"Boogie Nights",Drama,7.9,289385,1997
tt0190332,"Crouching Tiger, Hidden Dragon","Action, Adventure, Drama",7.9,286769,2000
tt0075686,"Annie Hall","Comedy, Romance",7.9,282873,1977
tt0432283,"Fantastic Mr. Fox","Adventure, Animation, Comedy",7.9,282639,2009
tt0108399,"True Romance","Crime, Drama, Romance",7.9,250123,1993
tt0058461,"A Fistful of Dollars","Drama, Western",7.9,241446,1964
tt0106519,"Carlito's Way","Crime, Drama, Thriller",7.9,238567,1993
tt0080455,"The Blues Brothers","Adventure, Comedy, Crime",7.9,220527,1980
tt14849194,"The Holdovers","Comedy, Drama",7.9,193895,2023
tt0299977,Hero,"Action, Adventure, Drama",7.9,190114,2002
tt2543472,Wonder,"Drama, Family",7.9,186468,2017
tt2209418,"Before Midnight","Drama, Romance",7.9,177913,2013
tt0085334,"A Christmas Story","Comedy, Family",7.9,174740,1983
tt0033870,"The Maltese Falcon","Crime, Drama, Film-Noir",7.9,170170,1941
tt0113568,"Ghost in the Shell","Action, Animation, Crime",7.9,163381,1995
tt0040746,Rope,"Crime, Drama, Mystery",7.9,159373,1948
tt0088258,"This Is Spinal Tap","Comedy, Music",7.9,150550,1984
tt0054331,Spartacus,"Adventure, Biography, Drama",7.9,147006,1960
tt0044079,"Strangers on a Train","Crime, Drama, Film-Noir",7.9,144763,1951
tt2265171,"The Raid 2","Action, Crime, Thriller",7.9,134531,2014
tt0074119,"All the President's Men","Drama, History, Thriller",7.9,130072,1976
tt0168629,"Dancer in the Dark","Crime, Drama, Musical",7.9,119776,2000
tt0287467,"Talk to Her","Drama, Mystery, Romance",7.9,119549,2002
tt1188996,"My Name Is Khan","Drama, Romance",7.9,118973,2010
tt0044081,"A Streetcar Named Desire",Drama,7.9,116717,1951
tt0044706,"High Noon","Drama, Thriller, Western",7.9,112924,1952
tt0052311,"Touch of Evil","Crime, Drama, Film-Noir",7.9,111955,1958
tt0066206,Patton,"Biography, Drama, War",7.9,110416,1970
tt0038787,Notorious,"Drama, Film-Noir, Mystery",7.9,110252,1946
tt1602620,Amour,Drama,7.9,107802,2012
tt3544112,"Sing Street","Comedy, Drama, Music",7.9,103884,2016
tt0069293,Solaris,"Drama, Mystery, Sci-Fi",7.9,101154,1972
tt0049406,"The Killing","Crime, Drama, Film-Noir",7.9,101076,1956
tt2370248,"Short Term 12",Drama,7.9,93311,2013
tt0024216,"King Kong","Adventure, Horror",7.9,93162,1933
tt0038355,"The Big Sleep","Crime, Drama, Film-Noir",7.9,92732,1946
tt0065214,"The Wild Bunch","Action, Adventure, Drama",7.9,92467,1969
tt8075192,Shoplifters,"Crime, Drama, Thriller",7.9,90577,2018
tt0054997,"The Hustler","Drama, Sport",7.9,88418,1961
tt0061811,"In the Heat of the Night","Drama, Mystery, Thriller",7.9,86376,1967
tt0059113,"Doctor Zhivago","Drama, Romance, War",7.9,84058,1965
tt0067185,"Harold and Maude","Comedy, Drama, Romance",7.9,83653,1971
tt0056218,"The Manchurian Candidate","Drama, Thriller",7.9,81975,1962
tt0093191,"Wings of Desire","Drama, Fantasy, Romance",7.9,80225,1987
tt0078841,"Being There","Comedy, Drama",7.9,79952,1979
tt0049833,"The Ten Commandments","Adventure, Drama, Family",7.9,79924,1956
tt0347304,"Kal Ho Naa Ho","Comedy, Drama, Musical",7.9,77849,2003
tt27503384,"Perfect Days",Drama,7.9,77421,2023
tt0036613,"Arsenic and Old Lace","Comedy, Crime, Thriller",7.9,76533,1944
tt1587707,"Exit Through the Gift Shop","Comedy, Crime, Documentary",7.9,69723,2010
tt13664684,"Karthikeya 2","Action, Adventure, Fantasy",7.9,64660,2022
tt1032846,"4 Months, 3 Weeks and 2 Days",Drama,7.9,64442,2007
tt0015648,"Battleship Potemkin","Drama, History, Thriller",7.9,62952,1925
tt3848892,Baby,"Action, Thriller",7.9,61630,2015
tt1093370,"Jab We Met","Comedy, Drama, Romance",7.9,61360,2007
tt0046359,"Stalag 17","Comedy, Drama, War",7.9,59953,1953
tt0423866,3-Iron,"Crime, Drama, Romance",7.9,59609,2004
tt4387040,Airlift,"Drama, History",7.9,59582,2016
tt0042546,Harvey,"Comedy, Drama, Fantasy",7.9,59374,1950
tt0247586,"Nine Queens","Crime, Drama, Thriller",7.9,59176,2000
tt0347048,Head-On,"Drama, Romance",7.9,59003,2004
tt1360860,"About Elly","Drama, Mystery",7.9,58717,2009
tt5116302,Togo,"Adventure, Biography, Drama",7.9,58407,2019
tt0039628,"Miracle on 34th Street","Comedy, Drama, Family",7.9,57856,1947
tt6333060,Icarus,"Documentary, Sport",7.9,56282,2017
tt0029843,"The Adventures of Robin Hood","Action, Adventure, Romance",7.9,55871,1938
tt0051459,"Cat on a Hot Tin Roof",Drama,7.9,54958,1958
tt0072443,Mirror,"Biography, Drama",7.9,54473,1975
tt0037008,Laura,"Drama, Film-Noir, Mystery",7.9,53387,1944
tt0293715,"My Sassy Girl","Comedy, Drama, Romance",7.9,51494,2001
tt0069281,Sleuth,"Mystery, Thriller",7.9,51192,1972
tt0283509,"No Man's Land","Comedy, Drama, War",7.9,49561,2001
tt0376968,"The Return",Drama,7.9,48392,2003
tt2375559,"1: Nenokkadine","Action, Thriller",7.9,47077,2014
tt2395469,"Gully Boy","Drama, Music, Romance",7.9,44892,2019
tt0037884,"The Lost Weekend","Drama, Film-Noir",7.9,41415,1945
tt2199711,Vishwaroopam,"Action, Thriller",7.9,41301,2013
tt0080979,"Kagemusha: The Shadow Warrior","Drama, History, War",7.9,39320,1980
tt7725596,"Badhaai Ho","Comedy, Drama",7.9,39019,2018
tt0379557,"Touching the Void","Adventure, Documentary, Drama",7.9,38919,2003
tt7485048,"Super 30","Biography, Drama",7.9,38842,2019
tt0069467,"Cries & Whispers",Drama,7.9,38213,1972
tt0110729,"Once Were Warriors","Crime, Drama",7.9,37905,1994
tt0042593,"In a Lonely Place","Drama, Film-Noir, Mystery",7.9,37021,1950
tt4772188,Flow,"Adventure, Animation, Family",7.9,36641,2024
tt0065571,"The Conformist",Drama,7.9,36300,1970
tt0106469,"Blood In, Blood Out","Biography, Crime, Drama",7.9,35758,1993
tt4330758,"Black Hawk Down",Documentary,7.9,34529,1997
tt6878038,"A Taxi Driver","Action, Drama, History",7.9,34444,2017
tt0025878,"The Thin Man","Comedy, Crime, Mystery",7.9,33583,1934
tt1327035,Dev.D,"Comedy, Drama, Romance",7.9,32940,2009
tt0091670,"The Sacrifice",Drama,7.9,32853,1986
tt0031885,"The Rules of the Game","Comedy, Drama",7.9,32227,1939
tt0057091,"The Leopard","Drama, History",7.9,31630,1963
tt0086022,Nostalghia,Drama,7.9,31357,1983
tt0045555,"The Big Heat","Crime, Drama, Film-Noir",7.9,30801,1953
tt0061809,"In Cold Blood","Biography, Crime, Drama",7.9,30388,1967
tt7218518,"Pad Man","Comedy, Drama",7.9,30223,2018
tt0065531,"Le cercle rouge","Crime, Drama, Thriller",7.9,29938,1970
tt0051378,"Elevator to the Gallows","Crime, Drama, Thriller",7.9,29920,1958
tt0037913,"Mildred Pierce","Crime, Drama, Film-Noir",7.9,29701,1945
tt0034240,"Sullivan's Travels","Adventure, Comedy, Drama",7.9,29519,1941
tt0038348,"Beauty and the Beast","Drama, Fantasy, Romance",7.9,28869,1946
tt7294534,"Arjun Reddy","Action, Drama, Romance",7.9,28591,2017
tt1702014,"The Way He Looks","Drama, Romance",7.9,28505,2014
tt0055499,"Through a Glass Darkly",Drama,7.9,28184,1961
tt0028010,"My Man Godfrey","Comedy, Drama, Romance",7.9,27325,1936
tt0096257,"The Thin Blue Line","Crime, Documentary",7.9,26807,1988
tt0860906,"Evangelion: 2.0 You Can (Not) Advance","Action, Animation, Drama",7.9,26365,2009
tt0054130,"La Notte",Drama,7.9,25110,1961
tt2882328,Ugly,"Crime, Drama, Mystery",7.9,24186,2013
tt0092048,Tampopo,Comedy,7.9,24138,1985
tt5804038,"I Am Not Your Negro","Documentary, History",7.9,24060,2016
tt0064541,Kes,"Drama, Family",7.9,23933,1969
tt0029870,"Angels with Dirty Faces","Crime, Drama, Film-Noir",7.9,23875,1938
tt0058430,Onibaba,"Drama, Horror, Thriller",7.9,23587,1964
tt10869778,Maidaan,"Biography, Drama, History",7.9,22360,2024
tt1277737,"The Stoning of Soraya M.",Drama,7.9,22354,2008
tt0051411,"The Big Country","Drama, Romance, Western",7.9,22198,1958
tt0058279,Kwaidan,"Drama, Fantasy, Horror",7.9,21194,1964
tt0060474,"Don't Look Now... We're Being Shot At!","Adventure, Comedy, War",7.9,21087,1966
tt8430054,Flee,"Animation, Biography, Documentary",7.9,20344,2021
tt0035140,"Now, Voyager","Drama, Romance",7.9,19692,1942
tt0118147,"When We Were Kings","Documentary, Sport",7.9,19692,1996
tt1087578,"Still Walking",Drama,7.9,19580,2008
tt0118751,Border,"Action, Drama, History",7.9,18225,1997
tt0051994,"A Night to Remember","Drama, History",7.9,18058,1958
tt18687124,"BTS Permission to Dance on Stage - Seoul: Live Viewing","Documentary, Music",7.9,17549,2022
tt1157605,"Anvil: The Story of Anvil","Biography, Documentary, Drama",7.9,17068,2008
tt0023622,"Trouble in Paradise","Comedy, Crime, Romance",7.9,16717,1932
tt0200654,"On Board","Crime, Drama",7.9,16688,1998
tt11772746,Thiruchitrambalam,"Comedy, Drama, Musical",7.9,16540,2022
tt0031867,"The Roaring Twenties","Crime, Drama, Thriller",7.9,16453,1939
tt0988108,"The Class",Drama,7.9,16171,2007
tt19653180,"Leila's Brothers",Drama,7.9,16157,2022
tt0042788,"Night and the City","Crime, Film-Noir, Sport",7.9,15839,1950
tt11790780,"The Alpinist","Biography, Documentary",7.9,15582,2021
tt0156794,"Eternity and a Day",Drama,7.9,15157,1998
tt0089603,"Mishima: A Life in Four Chapters","Biography, Drama",7.9,14981,1985
tt0084934,Yol,Drama,7.9,14916,1982
tt0055913,"Divorce Italian Style","Comedy, Drama, Romance",7.9,14859,1961
tt0393597,Earth,Documentary,7.9,14818,2007
tt1183919,Marley,"Biography, Documentary, Music",7.9,14736,2012
tt30796448,"The Greatest Night in Pop","Documentary, Music",7.9,14704,2024
tt0091341,Kin-dza-dza!,"Comedy, Drama, Sci-Fi",7.9,14333,1986
tt0040536,"Letter from an Unknown Woman","Drama, Romance",7.9,14187,1948
tt4309356,Ivy,"Drama, Fantasy, Thriller",7.9,13983,2015
tt0023563,"The Testament of Dr. Mabuse","Crime, Mystery, Thriller",7.9,13964,1933
tt0033836,"The Little Foxes","Drama, Romance",7.9,13552,1941
tt5221894,"The Other Me","Crime, Drama, Mystery",7.9,13313,2016
tt8108200,Sonchiriya,"Action, Crime, Drama",7.9,13263,2019
tt0051383,"Auntie Mame","Comedy, Drama, Romance",7.9,13260,1958
tt3614516,"Ankhon Dekhi","Comedy, Drama",7.9,13170,2013
tt0079672,"Opening Night",Drama,7.9,13077,1977
tt1282139,"Cars of the Revolution","Drama, History",7.9,12942,2008
tt0060277,"The Sword of Doom","Action, Drama",7.9,12524,1966
tt0301727,"Winged Migration",Documentary,7.9,12499,2001
tt2926068,Manam,"Comedy, Drama, Fantasy",7.9,12314,2014
tt0052216,"Big Deal on Madonna Street","Comedy, Crime",7.9,12045,1958
tt0113703,"Love Letter","Drama, Romance",7.9,11930,1995
tt0031385,"Goodbye, Mr. Chips","Drama, Romance",7.9,11880,1939
tt11833648,"The Book of Sun",Comedy,7.9,11877,2020
tt0117040,Microcosmos,Documentary,7.9,11860,1996
tt0074360,"Cría Cuervos",Drama,7.9,11770,1976
tt0046022,"The Earrings of Madame De...","Drama, Romance",7.9,11542,1953
tt0997246,"The Song of Sparrows","Drama, Family",7.9,11451,2008
tt0028691,"Captains Courageous","Adventure, Drama, Family",7.9,11357,1937
tt2130321,"West of Memphis","Crime, Documentary",7.9,11225,2012
tt0061065,"The Face of Another","Drama, Sci-Fi, Thriller",7.9,11056,1966
tt0814075,"Deliver Us from Evil","Crime, Documentary",7.9,11042,2006
tt0436231,"The Devil and Daniel Johnston","Biography, Documentary, Music",7.9,10724,2005
tt0478813,"The Trap","Crime, Drama, Thriller",7.9,10562,2007
tt0061589,"Bob Dylan: Dont Look Back","Documentary, Music",7.9,10508,1967
tt0096028,"Salaam Bombay!","Crime, Drama",7.9,10438,1988
tt0096288,"Landscape in the Mist",Drama,7.9,10233,1988
tt2488496,"Star Wars: Episode VII - The Force Awakens","Action, Adventure, Sci-Fi",7.8,993638,2015
tt0903624,"The Hobbit: An Unexpected Journey","Adventure, Fantasy",7.8,897426,2012
tt3498820,"Captain America: Civil War","Action, Sci-Fi",7.8,879950,2016
tt1877830,"The Batman","Action, Crime, Drama",7.8,858251,2022
tt1285016,"The Social Network","Biography, Drama",7.8,783415,2010
tt5013056,Dunkirk,"Action, Drama, History",7.8,766347,2017
tt5052448,"Get Out","Horror, Mystery, Thriller",7.8,748679,2017
tt1074638,Skyfall,"Action, Adventure, Thriller",7.8,746821,2012
tt0780504,Drive,"Action, Drama",7.8,729766,2011
tt1170358,"The Hobbit: The Desolation of Smaug","Adventure, Fantasy",7.8,727094,2013
tt0421715,"The Curious Case of Benjamin Button","Drama, Fantasy, Romance",7.8,716455,2008
tt3748528,"Rogue One: A Star Wars Story","Action, Adventure, Sci-Fi",7.8,707899,2016
tt3460252,"The Hateful Eight","Crime, Drama, Mystery",7.8,685022,2015
tt0162222,"Cast Away","Adventure, Drama, Romance",7.8,659888,2000
tt0332280,"The Notebook","Drama, Romance",7.8,648599,2004
tt2872718,Nightcrawler,"Crime, Drama, Thriller",7.8,630504,2014
tt0096874,"Back to the Future Part II","Adventure, Comedy, Sci-Fi",7.8,592670,1989
tt0258463,"The Bourne Identity","Action, Mystery, Thriller",7.8,591141,2002
tt6710474,"Everything Everywhere All at Once","Action, Adventure, Comedy",7.8,571116,2022
tt0425112,"Hot Fuzz","Action, Comedy, Mystery",7.8,548801,2007
tt0449059,"Little Miss Sunshine","Comedy, Drama",7.8,533132,2006
tt2245084,"Big Hero 6","Action, Adventure, Animation",7.8,523236,2014
tt1568346,"The Girl with the Dragon Tattoo","Crime, Drama, Mystery",7.8,509812,2011
tt1535109,"Captain Phillips","Action, Biography, Crime",7.8,505030,2013
tt1596363,"The Big Short","Biography, Comedy, Drama",7.8,504606,2015
tt0139654,"Training Day","Crime, Drama, Thriller",7.8,491312,2001
tt0325710,"The Last Samurai","Action, Drama",7.8,485184,2003
tt0093773,Predator,"Action, Adventure, Horror",7.8,472656,1987
tt0765429,"American Gangster","Biography, Crime, Drama",7.8,468657,2007
tt0087332,Ghostbusters,"Action, Comedy, Fantasy",7.8,466986,1984
tt0088847,"The Breakfast Club","Comedy, Drama",7.8,452552,1985
tt1302006,"The Irishman","Biography, Crime, Drama",7.8,448509,2019
